PCON19CD,PCON19NM,mp_name,party,cabinet,position,title,att_stat,title_short
E14001025,Wellingborough,Peter Bone,Conservative,NA,NA,,Not in Cabinet,
E14001026,Wells,James Heappey,Conservative,NA,NA,,Not in Cabinet,
E14001027,Welwyn Hatfield,Grant Shapps,Conservative,FULL,DfT,Secretary of State for Transport,Full Member,DfT
E14001028,Wentworth and Dearne,John Healey,Labour,NA,NA,,Not in Cabinet,
E14001029,West Bromwich East,Nicola Richards,Conservative,NA,NA,,Not in Cabinet,
E14001030,West Bromwich West,Shaun Bailey,Conservative,NA,NA,,Not in Cabinet,
E14001031,West Dorset,Chris Loder,Conservative,NA,NA,,Not in Cabinet,
E14001032,West Ham,Lyn Brown,Labour,NA,NA,,Not in Cabinet,
E14001033,West Lancashire,Rosie Cooper,Labour,NA,NA,,Not in Cabinet,
E14001034,West Suffolk,Matthew Hancock,Conservative,FULL,DHSC,Secretary of State for Health and Social Care,Full Member,DHSC
E14001035,West Worcestershire,Harriett Baldwin,Conservative,NA,NA,,Not in Cabinet,
E14001036,Westminster North,Karen Buck,Labour,NA,NA,,Not in Cabinet,
E14001037,Westmorland and Lonsdale,Tim Farron,Liberal Democrats,NA,NA,,Not in Cabinet,
E14001038,Weston-Super-Mare,John Penrose,Conservative,NA,NA,,Not in Cabinet,
E14001039,Wigan,Lisa Nandy,Labour,NA,NA,,Not in Cabinet,
E14001040,Wimbledon,Stephen Hammond,Conservative,NA,NA,,Not in Cabinet,
E14001041,Winchester,Steve Brine,Conservative,NA,NA,,Not in Cabinet,
E14001042,Windsor,Adam Afriyie,Conservative,NA,NA,,Not in Cabinet,
E14001043,Wirral South,Alison McGovern,Labour,NA,NA,,Not in Cabinet,
E14001044,Wirral West,Margaret Greenwood,Labour,NA,NA,,Not in Cabinet,
E14001045,Witham,Priti Patel,Conservative,FULL,HO,Secretary of State for the Home Department,Full Member,HO
E14001046,Witney,Robert Courts,Conservative,NA,NA,,Not in Cabinet,
E14001047,Woking,Jonathan Lord,Conservative,NA,NA,,Not in Cabinet,
E14001048,Wokingham,John Redwood,Conservative,NA,NA,,Not in Cabinet,
E14001049,Wolverhampton North East,Jane Stevenson,Conservative,NA,NA,,Not in Cabinet,
E14001050,Wolverhampton South East,Pat McFadden,Labour,NA,NA,,Not in Cabinet,
E14001051,Wolverhampton South West,Stuart Anderson,Conservative,NA,NA,,Not in Cabinet,
E14001052,Worcester,Robin Walker,Conservative,NA,NA,,Not in Cabinet,
E14001053,Workington,Mark Jenkinson,Conservative,NA,NA,,Not in Cabinet,
E14001054,Worsley and Eccles South,Barbara Keeley,Labour,NA,NA,,Not in Cabinet,
E14001055,Worthing West,Peter Bottomley,Conservative,NA,NA,,Not in Cabinet,
E14001056,Wycombe,Steven Baker,Conservative,NA,NA,,Not in Cabinet,
E14001057,Wyre and Preston North,Ben Wallace,Conservative,FULL,MoD,Secretary of State for Defence,Full Member,MoD
E14001058,Wyre Forest,Mark Garnier,Conservative,NA,NA,,Not in Cabinet,
E14001059,Wythenshawe and Sale East,Mike Kane,Labour,NA,NA,,Not in Cabinet,
E14001060,Yeovil,Marcus Fysh,Conservative,NA,NA,,Not in Cabinet,
E14001061,York Central,Rachael Maskell,Labour Co-operative,NA,NA,,Not in Cabinet,
E14001062,York Outer,Julian Sturdy,Conservative,NA,NA,,Not in Cabinet,
N06000001,Belfast East,Gavin Robinson,DUP,NA,NA,,Not in Cabinet,
N06000002,Belfast North,John Finucane,Sinn Féin,NA,NA,,Not in Cabinet,
N06000003,Belfast South,Claire Hanna,SDLP,NA,NA,,Not in Cabinet,
N06000004,Belfast West,Paul Maskey,Sinn Féin,NA,NA,,Not in Cabinet,
N06000005,East Antrim,Sammy Wilson,DUP,NA,NA,,Not in Cabinet,
N06000006,East Londonderry,Gregory Campbell,DUP,NA,NA,,Not in Cabinet,
N06000007,Fermanagh and South Tyrone,Michelle Gildernew,Sinn Féin,NA,NA,,Not in Cabinet,
N06000008,Foyle,Colum Eastwood,SDLP,NA,NA,,Not in Cabinet,
N06000009,Lagan Valley,Jeffrey Donaldson,DUP,NA,NA,,Not in Cabinet,
N06000010,Mid Ulster,Francie Molloy,Sinn Féin,NA,NA,,Not in Cabinet,
N06000011,Newry and Armagh,Mickey Brady,Sinn Féin,NA,NA,,Not in Cabinet,
N06000012,North Antrim,Ian Paisley,DUP,NA,NA,,Not in Cabinet,
N06000013,North Down,Stephen Farry,Alliance,NA,NA,,Not in Cabinet,
N06000014,South Antrim,Paul Girvan,DUP,NA,NA,,Not in Cabinet,
N06000015,South Down,Chris Hazzard,Sinn Féin,NA,NA,,Not in Cabinet,
N06000016,Strangford,Jim Shannon,DUP,NA,NA,,Not in Cabinet,
N06000017,Upper Bann,Carla Lockhart,DUP,NA,NA,,Not in Cabinet,
