dzlabel,lalabel,rank
S01009182,Falkirk,4358
S01009067,Falkirk,6038
S01009183,Falkirk,5635
S01009068,Falkirk,2792
S01009184,Falkirk,1493
S01009069,Falkirk,5832
S01009185,Falkirk,1651
S01009070,Falkirk,5301
S01009186,Falkirk,3121
S01009071,Falkirk,3860
S01009187,Falkirk,4701
S01009072,Falkirk,5180
S01009188,Falkirk,1999
S01009073,Falkirk,2514
S01009189,Falkirk,1714
S01009074,Falkirk,1827
S01009190,Falkirk,5298
S01009075,Falkirk,3118
S01009191,Falkirk,6270
S01009076,Falkirk,4216
S01009192,Falkirk,5294
S01009077,Falkirk,3455
S01009193,Falkirk,5961
S01009078,Falkirk,6767
S01009194,Falkirk,5787
S01009079,Falkirk,1452
S01009195,Falkirk,6370
S01009080,Falkirk,2565
S01009196,Falkirk,3243
S01009081,Falkirk,4026
S01009197,Falkirk,5894
S01009082,Falkirk,2385
S01009198,Falkirk,5123
S01009083,Falkirk,2842
S01009199,Falkirk,5150
S01009084,Falkirk,1849
S01009200,Falkirk,5282
S01009085,Falkirk,6060
S01009201,Falkirk,2600
S01009086,Falkirk,2017
S01009202,Falkirk,6203
S01009087,Falkirk,1969
S01009203,Falkirk,540
S01009088,Falkirk,3407
S01009204,Falkirk,2271
S01009089,Falkirk,5104
S01009205,Falkirk,5954
S01009090,Falkirk,6510
S01009206,Falkirk,5686
S01009091,Falkirk,6642
S01009207,Falkirk,5684
S01009092,Falkirk,3876
S01009208,Falkirk,4721
S01009093,Falkirk,1986
S01009094,Falkirk,6474
S01009209,Falkirk,5756
S01009095,Falkirk,4612
S01009210,Falkirk,5281
S01009096,Falkirk,4835
S01009211,Falkirk,3668
S01009097,Falkirk,6406
S01009212,Falkirk,2069
S01009098,Falkirk,6050
S01009213,Falkirk,2004
S01009099,Falkirk,2909
S01009214,Falkirk,5380
S01009100,Falkirk,1663
S01009215,Falkirk,2276
S01009101,Falkirk,1974
S01009216,Falkirk,2424
S01009102,Falkirk,730
S01009217,Falkirk,755
S01009103,Falkirk,5514
S01009218,Falkirk,3976
S01009104,Falkirk,2798
S01009219,Falkirk,1805
S01009105,Falkirk,3610
S01009220,Falkirk,1991
S01009106,Falkirk,4127
S01009221,Falkirk,2972
S01009107,Falkirk,4662
S01009222,Falkirk,1784
S01009108,Falkirk,6051
S01009223,Falkirk,3020
S01009109,Falkirk,6548
S01009224,Falkirk,1968
S01009110,Falkirk,3560
S01009225,Falkirk,2805
S01009111,Falkirk,5443
S01009226,Falkirk,1255
S01009112,Falkirk,6414
S01009227,Falkirk,2746
S01009113,Falkirk,6048
S01009228,Falkirk,690
S01009114,Falkirk,5285
S01009229,Falkirk,3045
S01009115,Falkirk,3531
S01009116,Falkirk,6646
S01009230,Falkirk,3487
S01009117,Falkirk,3177
S01009231,Falkirk,4501
S01009118,Falkirk,5847
S01009232,Falkirk,456
S01009119,Falkirk,1844
S01009233,Falkirk,3068
S01009120,Falkirk,2352
S01009234,Falkirk,530
S01009121,Falkirk,2318
S01009235,Falkirk,1513
S01009122,Falkirk,2309
S01009236,Falkirk,5295
S01009123,Falkirk,4723
S01009237,Falkirk,6745
S01009124,Falkirk,4783
S01009238,Falkirk,1941
S01009125,Falkirk,2486
S01009239,Falkirk,2345
S01009126,Falkirk,80
S01009240,Falkirk,179
S01009127,Falkirk,650
S01009241,Falkirk,745
S01009128,Falkirk,373
S01009242,Falkirk,3201
S01009129,Falkirk,529
S01009243,Falkirk,2799
S01009130,Falkirk,1768
S01009131,Falkirk,1743
S01009244,Falkirk,5695
S01009132,Falkirk,5340
S01009245,Falkirk,5276
S01009133,Falkirk,1215
S01009246,Falkirk,2959
S01009134,Falkirk,4268
S01009247,Falkirk,3216
S01009135,Falkirk,5183
S01009248,Falkirk,4598
S01009136,Falkirk,5359
S01009249,Falkirk,1502
S01009137,Falkirk,6704
S01009250,Falkirk,3107
S01009138,Falkirk,5836
S01009251,Falkirk,3817
S01009139,Falkirk,1178
S01009252,Falkirk,6875
S01009140,Falkirk,1652
S01009253,Falkirk,2039
S01009141,Falkirk,777
S01009254,Falkirk,935
S01009142,Falkirk,931
S01009255,Falkirk,1738
S01009143,Falkirk,507
S01009256,Falkirk,4869
S01009144,Falkirk,5103
S01009257,Falkirk,3914
S01009145,Falkirk,3449
S01009258,Falkirk,3594
S01009146,Falkirk,1612
S01009259,Falkirk,5346
S01009147,Falkirk,1151
S01009260,Falkirk,3553
S01009148,Falkirk,1858
S01009261,Falkirk,1401
S01009149,Falkirk,3339
S01009262,Falkirk,1119
S01009150,Falkirk,895
S01009263,Falkirk,6141
S01009151,Falkirk,4493
S01009152,Falkirk,1954
S01009264,Fife,4811
S01009153,Falkirk,2926
S01009265,Fife,3369
S01009154,Falkirk,4676
S01009266,Fife,2538
S01009155,Falkirk,5705
S01009267,Fife,4013
S01009156,Falkirk,6409
S01009268,Fife,3145
S01009313,Fife,1673
S01009269,Fife,550
S01009314,Fife,4929
S01009270,Fife,1522
S01009315,Fife,2838
S01009271,Fife,5521
S01009316,Fife,6169
S01009272,Fife,1224
S01009317,Fife,6219
S01009273,Fife,5553
S01009318,Fife,6718
S01009274,Fife,4435
S01009319,Fife,6264
S01009275,Fife,2036
S01009320,Fife,4126
S01009321,Fife,5947
S01009276,Fife,4209
S01009322,Fife,4415
S01009277,Fife,4659
S01009323,Fife,3422
S01009278,Fife,5889
S01009324,Fife,3238
S01009279,Fife,3021
S01009325,Fife,6044
S01009280,Fife,710
S01009326,Fife,3649
S01009281,Fife,1292
S01009327,Fife,5718
S01009282,Fife,3501
S01009328,Fife,6781
S01009283,Fife,3325
S01009329,Fife,6267
S01009284,Fife,6191
S01009330,Fife,4825
S01009285,Fife,5044
S01009331,Fife,5539
S01009286,Fife,5737
S01009332,Fife,5575
S01009287,Fife,6009
S01009333,Fife,2793
S01009288,Fife,5710
S01009334,Fife,892
S01009335,Fife,1846
S01009289,Fife,5187
S01009336,Fife,592
S01009290,Fife,6342
S01009337,Fife,1003
S01009291,Fife,5819
S01009338,Fife,1218
S01009292,Fife,1893
S01009339,Fife,789
S01009293,Fife,4120
S01009340,Fife,1739
S01009294,Fife,5807
S01009341,Fife,1420
S01009295,Fife,5516
S01009342,Fife,2536
S01009296,Fife,4426
S01009343,Fife,3797
S01009297,Fife,6160
S01009344,Fife,1609
S01009298,Fife,1444
S01009345,Fife,3883
S01009299,Fife,3026
S01009346,Fife,6200
S01009300,Fife,1501
S01009347,Fife,6450
S01009301,Fife,1046
S01009348,Fife,6105
S01009302,Fife,384
S01009349,Fife,4396
S01009303,Fife,4908
S01009350,Fife,5218
S01009304,Fife,3803
S01009351,Fife,6031
S01009305,Fife,2235
S01009352,Fife,6174
S01009306,Fife,3548
S01009353,Fife,6293
S01009307,Fife,1943
S01009354,Fife,6463
S01009308,Fife,2761
S01009355,Fife,5594
S01009309,Fife,3731
S01009356,Fife,6178
S01009357,Fife,6596
S01009310,Fife,6199
S01009358,Fife,6621
S01009311,Fife,1483
S01009359,Fife,6374
S01009312,Fife,4207
S01009360,Fife,5086
S01009469,Fife,4897
S01009361,Fife,4641
S01009470,Fife,4744
S01009362,Fife,6323
S01009471,Fife,194
S01009363,Fife,3063
S01009472,Fife,871
S01009364,Fife,4434
S01009473,Fife,705
S01009365,Fife,3275
S01009474,Fife,999
S01009366,Fife,3218
S01009475,Fife,6243
S01009367,Fife,3168
S01009476,Fife,4934
S01009368,Fife,2880
S01009477,Fife,4651
S01009369,Fife,3096
S01009370,Fife,3509
S01009478,Fife,1980
S01009371,Fife,3335
S01009479,Fife,2480
S01009372,Fife,3162
S01009480,Fife,5604
S01009373,Fife,1883
S01009481,Fife,3569
S01009374,Fife,1855
S01009482,Fife,3001
S01009375,Fife,2197
S01009483,Fife,3536
S01009376,Fife,2374
S01009484,Fife,2300
S01009377,Fife,4587
S01009485,Fife,2074
S01009378,Fife,2335
S01009486,Fife,4083
S01009379,Fife,4260
S01009487,Fife,1946
S01009380,Fife,3601
S01009488,Fife,3738
S01009381,Fife,5333
S01009489,Fife,850
S01009382,Fife,2551
S01009490,Fife,933
S01009383,Fife,2886
S01009491,Fife,1989
S01009384,Fife,6309
S01009492,Fife,2528
S01009385,Fife,4668
S01009493,Fife,6354
S01009386,Fife,3269
S01009494,Fife,5347
S01009387,Fife,2994
S01009495,Fife,6170
S01009388,Fife,702
S01009496,Fife,3258
S01009389,Fife,4000
S01009497,Fife,2891
S01009390,Fife,6684
S01009391,Fife,6546
S01009498,Fife,5692
S01009499,Fife,3191
S01009392,Fife,6944
S01009393,Fife,6227
S01009500,Fife,1540
S01009394,Fife,5681
S01009501,Fife,1333
S01009395,Fife,6952
S01009502,Fife,1809
S01009396,Fife,6854
S01009503,Fife,2393
S01009397,Fife,5515
S01009504,Fife,619
S01009398,Fife,5792
S01009505,Fife,533
S01009399,Fife,6218
S01009506,Fife,774
S01009400,Fife,4578
S01009507,Fife,2728
S01009401,Fife,6523
S01009508,Fife,936
S01009402,Fife,6307
S01009509,Fife,1153
S01009403,Fife,4198
S01009510,Fife,6534
S01009404,Fife,1230
S01009511,Fife,5991
S01009405,Fife,5873
S01009512,Fife,6005
S01009406,Fife,3508
S01009513,Fife,6365
S01009407,Fife,4390
S01009408,Fife,6099
S01009514,Fife,5745
S01009515,Fife,2190
S01009409,Fife,2894
S01009516,Fife,2122
S01009410,Fife,994
S01009411,Fife,1730
S01009517,Fife,6438
S01009412,Fife,1544
S01009518,Fife,6471
S01009413,Fife,3176
S01009519,Fife,4989
S01009414,Fife,3244
S01009520,Fife,3907
S01009415,Fife,1979
S01009521,Fife,1085
S01009416,Fife,6236
S01009522,Fife,1161
S01009417,Fife,2188
S01009523,Fife,569
S01009418,Fife,1985
S01009524,Fife,639
S01009419,Fife,1400
S01009525,Fife,1034
S01009420,Fife,514
S01009526,Fife,4946
S01009421,Fife,698
S01009527,Fife,1683
S01009422,Fife,2732
S01009528,Fife,2483
S01009423,Fife,6318
S01009529,Fife,4863
S01009424,Fife,3417
S01009530,Fife,6382
S01009425,Fife,3094
S01009531,Fife,739
S01009426,Fife,798
S01009532,Fife,1077
S01009427,Fife,1127
S01009533,Fife,984
S01009428,Fife,1106
S01009534,Fife,176
S01009429,Fife,420
S01009535,Fife,113
S01009430,Fife,1239
S01009536,Fife,1680
S01009431,Fife,1240
S01009537,Fife,2409
S01009432,Fife,528
S01009538,Fife,1023
S01009433,Fife,1062
S01009539,Fife,3534
S01009434,Fife,1406
S01009540,Fife,558
S01009435,Fife,231
S01009541,Fife,2673
S01009436,Fife,1741
S01009542,Fife,412
S01009437,Fife,2232
S01009543,Fife,2517
S01009438,Fife,1687
S01009544,Fife,2359
S01009439,Fife,1000
S01009545,Fife,2303
S01009440,Fife,1412
S01009546,Fife,3153
S01009441,Fife,1563
S01009547,Fife,1175
S01009442,Fife,4225
S01009548,Fife,3066
S01009443,Fife,1838
S01009549,Fife,3777
S01009444,Fife,5445
S01009550,Fife,4105
S01009445,Fife,1610
S01009551,Fife,2543
S01009446,Fife,615
S01009552,Fife,3492
S01009447,Fife,1341
S01009553,Fife,970
S01009448,Fife,4333
S01009554,Fife,1939
S01009449,Fife,2305
S01009555,Fife,3911
S01009450,Fife,488
S01009556,Fife,1029
S01009451,Fife,840
S01009557,Fife,680
S01009452,Fife,1674
S01009558,Fife,446
S01009453,Fife,1623
S01009454,Fife,5701
S01009559,Fife,866
S01009455,Fife,6061
S01009560,Fife,590
S01009456,Fife,1965
S01009561,Fife,1047
S01009457,Fife,4377
S01009562,Fife,2524
S01009458,Fife,3592
S01009563,Fife,3226
S01009459,Fife,1852
S01009564,Fife,3426
S01009460,Fife,386
S01009565,Fife,1152
S01009461,Fife,5984
S01009566,Fife,3323
S01009462,Fife,3616
S01009567,Fife,2257
S01009463,Fife,3249
S01009568,Fife,1940
S01009464,Fife,5119
S01009569,Fife,2581
S01009465,Fife,3735
S01009570,Fife,2392
S01009466,Fife,6107
S01009571,Fife,701
S01009467,Fife,6115
S01009572,Fife,829
S01009468,Fife,1960
S01009573,Fife,422
S01009574,Fife,1439
S01009575,Fife,2157
S01009576,Fife,3873
S01009577,Fife,4024
S01009578,Fife,3083
S01009579,Fife,2952
S01009580,Fife,6712
S01009581,Fife,2706
S01009582,Fife,3343
S01009583,Fife,2213
S01009584,Fife,6204
S01009585,Fife,2769
S01009586,Fife,2331
S01009587,Fife,3025
S01009588,Fife,2741
S01009589,Fife,3250
S01009590,Fife,6029
S01009591,Fife,4737
S01009625,Fife,776
S01009592,Fife,5399
S01009626,Fife,424
S01009593,Fife,5670
S01009627,Fife,1717
S01009594,Fife,5374
S01009628,Fife,1500
S01009595,Fife,5866
S01009629,Fife,1279
S01009596,Fife,1604
S01009630,Fife,731
S01009597,Fife,726
S01009631,Fife,225
S01009598,Fife,380
S01009632,Fife,93
S01009599,Fife,1659
S01009633,Fife,166
S01009600,Fife,673
S01009634,Fife,814
S01009601,Fife,1449
S01009635,Fife,1434
S01009602,Fife,5885
S01009636,Fife,183
S01009603,Fife,3517
S01009637,Fife,1584
S01009604,Fife,3294
S01009638,Fife,217
S01009605,Fife,1280
S01009639,Fife,5189
S01009606,Fife,3917
S01009640,Fife,570
S01009607,Fife,6441
S01009641,Fife,1206
S01009608,Fife,3896
S01009642,Fife,1879
S01009609,Fife,5316
S01009643,Fife,5357
S01009610,Fife,3409
S01009644,Fife,2145
S01009611,Fife,4505
S01009645,Fife,2672
S01009612,Fife,2913
S01009646,Fife,1733
S01009613,Fife,6461
S01009647,Fife,441
S01009614,Fife,4584
S01009648,Fife,2434
S01009615,Fife,4054
S01009649,Fife,1919
S01009616,Fife,3358
S01009650,Fife,6027
S01009617,Fife,4635
S01009651,Fife,4135
S01009618,Fife,1298
S01009652,Fife,5175
S01009619,Fife,1110
S01009653,Fife,5827
S01009620,Fife,1098
S01009654,Fife,3443
S01009621,Fife,669
S01009655,Fife,1378
S01009622,Fife,27
S01009656,Fife,417
S01009623,Fife,1529
S01009657,Fife,3425
S01009624,Fife,1606
S01009658,Fife,904
S01009659,Fife,1036
S01009660,Fife,2399
S01009661,Fife,4045
S01009662,Fife,3855
S01009663,Fife,4086
S01009664,Fife,4679
S01009665,Fife,3542
S01009666,Fife,3714
S01009667,Fife,5315
S01009668,Fife,6252
S01009669,Fife,5091
S01009670,Fife,4366
S01009671,Fife,4776
S01009672,Fife,2314
S01009673,Fife,4556
S01009674,Fife,4491
S01009675,Fife,4944
S01009676,Fife,3740
S01009677,Fife,4265
S01009678,Fife,4769
S01009679,Fife,3256
S01009680,Fife,3670
S01009681,Fife,2593
S01009682,Fife,6458
S01009683,Fife,5415
S01009684,Fife,5284
S01009685,Fife,2733
S01009686,Fife,2630
S01009687,Fife,4378
S01009688,Fife,1163
S01009689,Fife,2810
S01009690,Fife,3114
S01009691,Fife,6452
S01009692,Fife,5435
S01009693,Fife,6405
S01009694,Fife,5772
S01009695,Fife,5219
S01009696,Fife,4383
S01009697,Fife,4990
S01009698,Fife,5460
S01009699,Fife,4354
S01009700,Fife,3196
S01009701,Fife,4694
S01009702,Fife,3922
S01009703,Fife,3701
S01009704,Fife,5671
S01009705,Fife,2317
S01009706,Fife,3303
S01009707,Fife,5239
S01009708,Fife,3639
S01009709,Fife,4186
S01009710,Fife,3590
S01009711,Fife,2430
S01009712,Fife,4364
S01009713,Fife,4107
S01009714,Fife,5231
S01009715,Fife,4124
S01009716,Fife,6214
S01009717,Fife,4560
S01009718,Fife,3418
S01009719,Fife,3643
S01009720,Fife,3942
S01009721,Fife,6676
S01009722,Fife,6841
S01009723,Fife,6505
S01009724,Fife,3030
S01009725,Fife,6481
S01009726,Fife,6582
S01009727,Fife,4376
S01009728,Fife,6403
S01009729,Fife,6740
S01009730,Fife,6673
S01009731,Fife,6973
S01009732,Fife,6603
S01009733,Fife,5156
S01009734,Fife,5858
S01009735,Fife,6761
S01009736,Fife,6731
S01009737,Fife,3910
S01009738,Fife,5633
S01009739,Fife,5509
S01009740,Fife,3041
S01009741,Fife,6857
S01009742,Fife,5120
S01009743,Fife,5017
S01009744,Fife,5065
S01009745,Fife,6334
S01009746,Fife,4750
S01009747,Fife,3456
S01009748,Fife,4427
S01009749,Fife,5006
S01009750,Fife,3807
S01009751,Fife,3039
S01009752,Fife,6567
S01009753,Fife,4883
S01009754,Fife,5603
S01009755,Fife,6228
S01009756,Fife,5646
S01009757,Fife,6301
S01009758,Glasgow City,4581
S01009759,Glasgow City,237
S01009760,Glasgow City,736
S01009761,Glasgow City,3726
S01009762,Glasgow City,611
S01009763,Glasgow City,6416
S01009764,Glasgow City,336
S01009765,Glasgow City,2096
S01009766,Glasgow City,2988
S01009767,Glasgow City,190
S01009768,Glasgow City,654
S01009769,Glasgow City,5140
S01009770,Glasgow City,3788
S01009771,Glasgow City,3723
S01009772,Glasgow City,4677
S01009773,Glasgow City,5683
S01009774,Glasgow City,5817
S01009775,Glasgow City,111
S01009776,Glasgow City,182
S01009777,Glasgow City,607
S01009778,Glasgow City,303
S01009779,Glasgow City,99
S01009780,Glasgow City,5
S01009781,Glasgow City,470
S01009782,Glasgow City,2989
S01009783,Glasgow City,324
S01009938,Glasgow City,648
S01009784,Glasgow City,241
S01009939,Glasgow City,21
S01009785,Glasgow City,489
S01009940,Glasgow City,97
S01009786,Glasgow City,98
S01009941,Glasgow City,3472
S01009787,Glasgow City,162
S01009942,Glasgow City,318
S01009788,Glasgow City,1882
S01009943,Glasgow City,282
S01009789,Glasgow City,1002
S01009944,Glasgow City,1931
S01009790,Glasgow City,1728
S01009945,Glasgow City,671
S01009791,Glasgow City,436
S01009946,Glasgow City,1894
S01009947,Glasgow City,2089
S01009792,Glasgow City,6175
S01009948,Glasgow City,413
S01009793,Glasgow City,4061
S01009949,Glasgow City,2449
S01009794,Glasgow City,6372
S01009950,Glasgow City,6864
S01009795,Glasgow City,6033
S01009951,Glasgow City,6812
S01009796,Glasgow City,5416
S01009952,Glasgow City,5849
S01009797,Glasgow City,4738
S01009953,Glasgow City,5095
S01009798,Glasgow City,5764
S01009954,Glasgow City,2996
S01009799,Glasgow City,205
S01009955,Glasgow City,2950
S01009800,Glasgow City,1268
S01009956,Glasgow City,2588
S01009801,Glasgow City,991
S01009957,Glasgow City,6389
S01009802,Glasgow City,1129
S01009958,Glasgow City,5520
S01009803,Glasgow City,354
S01009959,Glasgow City,6134
S01009804,Glasgow City,841
S01009960,Glasgow City,5734
S01009805,Glasgow City,794
S01009961,Glasgow City,4095
S01009806,Glasgow City,1211
S01009962,Glasgow City,3084
S01009807,Glasgow City,2357
S01009963,Glasgow City,6188
S01009808,Glasgow City,2206
S01009964,Glasgow City,5313
S01009809,Glasgow City,2165
S01009965,Glasgow City,4822
S01009810,Glasgow City,800
S01009966,Glasgow City,5727
S01009811,Glasgow City,750
S01009967,Glasgow City,6223
S01009812,Glasgow City,1093
S01009968,Glasgow City,4387
S01009813,Glasgow City,288
S01009969,Glasgow City,5268
S01009970,Glasgow City,256
S01009814,Glasgow City,2818
S01009971,Glasgow City,314
S01009815,Glasgow City,1834
S01009972,Glasgow City,1382
S01009816,Glasgow City,4221
S01009973,Glasgow City,2579
S01009817,Glasgow City,1669
S01009974,Glasgow City,368
S01009818,Glasgow City,5109
S01009975,Glasgow City,26
S01009819,Glasgow City,2664
S01009976,Glasgow City,131
S01009820,Glasgow City,2311
S01009977,Glasgow City,24
S01009821,Glasgow City,3385
